train_no,train_name,route_id,train_type,priority,journey_date,day_of_week,month,season,is_festival_day,station_seq,from_station,to_station,distance_from_origin_km,section_distance_km,scheduled_arrival_min_from_origin,scheduled_departure_min_from_origin,halt_min_scheduled,section_permissible_speed_kmph,section_scheduled_avg_speed_kmph,fog_prone_section,congestion_level_static,departure_hour_of_day,weather_condition,visibility_m,temperature_c,is_tsr_event,tsr_effective_speed_kmph,prev_station_arrival_delay_min,rolling_avg_delay_last3_min,arrival_delay_min,actual_running_min,section_avg_speed_kmph,speed_anomaly_flag,recovered_min
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-24,4,10,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,25.1,False,,39.7,48.5,57.2,166.1,57.8,False,4.3
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-24,4,10,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,30.9,False,,57.2,59.0,80.2,160.0,56.3,False,4.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-24,4,10,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,27.8,False,,80.2,77.4,94.7,273.0,70.3,False,9.8
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-24,4,10,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,27.3,False,,94.7,96.8,115.6,338.7,78.0,False,8.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-25,5,10,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,28.5,False,,0.0,51.5,51.5,271.5,57.5,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-25,5,10,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,27.8,False,,51.5,60.2,69.0,164.5,58.4,False,6.1
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-25,5,10,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,25.8,False,,69.0,63.4,69.6,139.5,64.5,False,5.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-25,5,10,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,27.1,False,,69.6,69.8,70.9,255.7,75.1,False,9.4
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-25,5,10,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,27.4,True,57,70.9,153.3,319.3,566.2,46.6,True,8.3
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-26,6,10,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,32.9,False,,0.0,25.2,25.2,245.2,63.6,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-26,6,10,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,28.2,True,33,25.2,145.5,265.8,385.4,24.9,True,7.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-26,6,10,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,29.3,False,,265.8,192.8,287.5,160.1,56.2,False,3.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-26,6,10,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,30.0,False,,287.5,277.7,279.7,249.5,77.0,False,10.5
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-26,6,10,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,24.1,False,,279.7,288.0,296.7,336.2,78.5,False,15.3
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-27,0,10,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,26.5,False,,0.0,16.5,16.5,236.5,66.0,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-27,0,10,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,26.7,False,,16.5,30.8,45.0,175.5,54.7,False,4.5
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-27,0,10,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,31.3,False,,45.0,36.6,48.2,141.2,63.7,False,5.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-27,0,10,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,29.3,False,,48.2,46.7,46.8,255.9,75.0,False,9.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-27,0,10,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,26.5,False,,46.8,48.2,49.7,320.9,82.3,False,9.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-28,1,10,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,25.9,False,,0.0,31.2,31.2,251.2,62.1,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-28,1,10,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,30.2,False,,31.2,51.1,70.9,183.8,52.2,False,5.8
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-28,1,10,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,24.2,False,,70.9,61.0,80.8,149.0,60.4,False,4.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-28,1,10,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,27.2,False,,80.8,79.5,86.9,260.8,73.6,False,6.5
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-28,1,10,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,33.2,False,,86.9,87.1,93.6,325.5,81.1,False,11.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-29,2,10,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,28.4,False,,0.0,26.0,26.0,246.0,63.4,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-29,2,10,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,29.1,True,41,26.0,91.5,157.1,279.2,34.4,True,5.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-29,2,10,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,24.4,False,,157.1,119.4,175.1,155.3,57.9,False,5.4
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-29,2,10,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,23.7,False,,175.1,169.6,176.6,258.8,74.2,False,5.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-29,2,10,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,31.2,False,,176.6,177.3,180.1,322.2,81.9,False,9.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-30,3,10,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,32.1,True,53,0.0,175.9,175.9,395.9,39.4,True,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-30,3,10,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,27.6,False,,175.9,180.4,184.8,157.7,60.9,False,7.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-30,3,10,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,28.7,False,,184.8,185.6,196.0,148.7,60.5,False,4.4
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-30,3,10,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,28.8,False,,196.0,195.2,204.7,262.9,73.0,False,11.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-30,3,10,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,28.5,False,,204.7,211.1,232.6,345.7,76.4,False,12.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-31,4,10,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,26.5,True,49,0.0,182.8,182.8,402.8,38.7,True,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-31,4,10,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,27.0,False,,182.8,197.2,211.7,175.6,54.7,False,5.3
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-31,4,10,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,31.1,False,,211.7,205.5,222.1,148.7,60.5,False,4.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-31,4,10,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,35.9,False,,222.1,217.2,217.7,252.7,76.0,False,8.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-10-31,4,10,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,25.3,False,,217.7,218.1,214.4,315.8,83.6,False,8.8
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-01,5,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,28.5,False,,0.0,22.7,22.7,242.7,64.3,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-01,5,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,32.9,False,,22.7,24.2,25.8,149.8,64.1,False,4.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-01,5,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,29.0,False,,25.8,30.5,43.0,156.2,57.6,False,4.5
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-01,5,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,31.2,False,,43.0,39.9,50.8,266.2,72.1,False,6.5
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-01,5,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,28.4,False,,50.8,57.9,80.0,347.3,76.0,False,12.8
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-02,6,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,25.2,False,,0.0,29.0,29.0,249.0,62.6,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-02,6,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,29.3,False,,29.0,36.0,43.1,161.2,59.6,False,5.8
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-02,6,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,33.0,False,,43.1,40.4,49.0,145.4,61.9,False,5.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-02,6,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,28.6,False,,49.0,50.3,58.9,267.5,71.8,False,9.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-02,6,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,23.9,False,,58.9,60.0,72.1,331.2,79.7,False,11.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-03,0,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,30.1,False,,0.0,47.8,47.8,267.8,58.2,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-03,0,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,24.4,False,,47.8,51.5,55.1,153.2,62.7,False,5.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-03,0,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,31.8,False,,55.1,57.8,70.6,154.9,58.1,False,4.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-03,0,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,26.2,False,,70.6,82.2,120.9,309.0,62.1,False,8.6
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-03,0,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,27.5,False,,120.9,103.2,118.2,315.4,83.7,False,14.7
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-04,1,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,32.0,False,,0.0,46.9,46.9,266.9,58.4,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-04,1,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,24.3,False,,46.9,54.0,61.1,159.4,60.2,False,3.3
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-04,1,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,18.9,False,,61.1,58.9,68.6,145.1,62.0,False,6.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-04,1,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,32.0,False,,68.6,69.8,79.8,267.9,71.7,False,6.8
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-04,1,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,27.0,False,,79.8,77.0,82.7,321.2,82.2,False,13.5
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-05,2,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,26.8,False,,0.0,57.1,57.1,277.1,56.3,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-05,2,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,20.6,False,,57.1,56.4,55.7,146.6,65.5,False,3.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-05,2,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,24.2,False,,55.7,57.1,58.5,140.5,64.1,False,4.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-05,2,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,32.3,False,,58.5,57.2,57.3,253.7,75.7,False,10.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-05,2,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,29.8,False,,57.3,58.5,59.6,319.4,82.7,False,6.8
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-06,3,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,25.1,False,,0.0,16.1,16.1,236.1,66.1,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-06,3,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,29.3,False,,16.1,22.3,28.5,157.3,61.0,False,4.4
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-06,3,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,28.2,False,,28.5,35.1,60.6,169.8,53.0,False,2.8
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-06,3,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,30.1,False,,60.6,55.0,75.8,272.4,70.5,False,9.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-06,3,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,30.1,False,,75.8,76.3,92.6,336.2,78.5,False,15.5
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-07,4,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,26.7,False,,0.0,29.9,29.9,249.9,62.4,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-07,4,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,30.2,False,,29.9,36.5,43.1,159.1,60.3,False,6.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-07,4,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,28.5,False,,43.1,50.3,78.0,173.2,52.0,False,5.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-07,4,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,26.1,True,41,78.0,157.7,352.1,532.5,36.1,True,6.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-07,4,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,31.0,False,,352.1,264.6,363.7,329.1,80.2,False,12.3
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-08,5,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,25.6,False,,0.0,18.9,18.9,238.9,65.3,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-08,5,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,29.1,False,,18.9,22.4,25.8,152.2,63.1,False,4.8
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-08,5,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,29.5,False,,25.8,34.8,59.6,171.6,52.4,False,5.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-08,5,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,22.6,False,,59.6,49.2,62.1,260.3,73.8,False,12.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-08,5,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,25.5,False,,62.1,79.6,117.0,374.0,70.6,False,11.7
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-09,6,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,30.7,False,,0.0,54.1,54.1,274.1,56.9,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-09,6,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,30.3,False,,54.1,57.2,60.2,153.5,62.5,False,6.1
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-09,6,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,27.7,False,,60.2,58.4,60.8,138.2,65.1,False,5.6
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-09,6,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,26.1,False,,60.8,61.5,63.4,260.8,73.6,False,7.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-09,6,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,27.7,False,,63.4,64.2,68.5,324.0,81.5,False,12.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-10,0,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,35.1,False,,0.0,16.0,16.0,236.0,66.1,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-10,0,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,27.7,False,,16.0,38.5,60.9,191.2,50.2,False,3.3
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-10,0,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,29.4,False,,60.9,51.2,76.7,154.6,58.2,False,4.8
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-10,0,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,29.9,False,,76.7,71.5,77.0,258.4,74.3,False,6.3
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-10,0,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,28.5,False,,77.0,81.9,92.0,333.7,79.1,False,13.5
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-11,1,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,27.9,False,,0.0,27.6,27.6,247.6,63.0,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-11,1,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,30.9,False,,27.6,35.7,43.7,160.1,59.9,False,7.5
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-11,1,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,25.7,False,,43.7,40.0,48.7,143.5,62.7,False,3.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-11,1,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,27.2,False,,48.7,48.1,51.8,258.5,74.3,False,12.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-11,1,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,25.7,False,,51.8,54.5,63.0,330.1,80.0,False,13.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-12,2,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,25.0,False,,0.0,19.5,19.5,239.5,65.1,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-12,2,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,25.6,False,,19.5,25.6,31.8,160.4,59.8,False,6.7
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-12,2,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,27.4,False,,31.8,30.1,39.1,144.6,62.3,False,5.4
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-12,2,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,25.7,False,,39.1,41.3,53.1,269.3,71.3,False,7.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-12,2,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,24.2,False,,53.1,48.6,53.7,318.9,82.8,False,8.6
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-13,3,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,28.0,False,,0.0,3.7,3.7,223.7,69.7,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-13,3,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,33.2,False,,3.7,9.9,16.2,159.3,60.3,False,6.4
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-13,3,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,23.6,False,,16.2,13.4,20.3,143.2,62.8,False,3.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-13,3,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,25.4,False,,20.3,22.5,30.9,266.4,72.1,False,5.2
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-13,3,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,25.4,False,,30.9,36.8,59.1,347.3,76.0,False,12.4
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-14,4,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,27.0,False,,0.0,6.8,6.8,226.8,68.8,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-14,4,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,28.0,False,,6.8,11.9,17.0,157.7,60.9,False,5.9
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-14,4,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,28.6,False,,17.0,13.2,15.7,136.8,65.8,False,4.6
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-14,4,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,24.1,True,43,15.7,103.1,276.5,518.5,37.0,True,6.3
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-14,4,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,21.8,False,,276.5,188.7,273.9,315.9,83.6,False,11.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-15,5,11,other,True,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,27.2,False,,0.0,44.4,44.4,264.4,59.0,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-15,5,11,other,True,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,26.8,False,,44.4,49.3,54.3,154.7,62.0,False,6.3
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-15,5,11,other,True,3,GAYA,DDU,570.0,150,525,535,10,90,64.3,False,0.55,1,clear,8000,26.1,False,,54.3,53.2,60.8,143.6,62.7,False,5.3
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-15,5,11,other,True,4,DDU,CNB,890.0,320,795,800,5,100,73.8,True,0.6,4,clear,8000,29.7,False,,60.8,57.2,56.5,253.3,75.8,False,9.1
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-15,5,11,other,True,5,CNB,NDLS,1330.0,440,1120,1120,0,110,82.5,True,0.65,8,clear,8000,27.7,False,,56.5,57.7,55.8,317.2,83.2,False,6.8
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-16,6,11,other,False,1,HWH,DHN,260.0,260,220,230,10,90,70.9,False,0.7,19,clear,8000,28.8,False,,0.0,10.5,10.5,230.5,67.7,False,0.0
13005,Amritsar Mail (via Grand Chord),R4,express,3,2025-11-16,6,11,other,False,2,DHN,GAYA,420.0,160,380,385,5,90,64.0,False,0.6,23,clear,8000,25.1,False,,10.5,18.4,26.4,165.9,57.9,False,6.2
